Log_Interval,10000,  uSec,,,,,,,,
Start,2023-07-26, 00:01:44,,,,,,,,
rec no,Acc x, Acc y, Acc z, Gyr x, Gyr y, Gyr z,Bat Cur.,Bat Volt,,
51418,-10.01,0.11,0.18,0.01,0.01,0.01,124,14,,
51419,-9.98,0.16,0.16,0.01,0.01,0.01,130,11,,
51420,-9.99,0.14,0.3,0.02,0.01,0.01,131,15,,
51421,-10,0.16,0.18,0.01,0.01,0.01,138,11,,
51422,-9.99,0.13,0.16,0.02,0,0.01,122,13,,
51423,-10,0.14,0.17,0.02,0.01,0.01,135,11,,
51424,-9.97,0.15,0.13,0.02,0.01,0.01,122,15,,
51425,-9.99,0.15,0.16,0.02,0,0.01,131,11,,
51426,-9.99,0.15,0.11,0.02,0,0.01,131,13,,
51427,-9.96,0.14,0.17,0.02,0.01,0.01,134,13,,
51428,-9.98,0.16,0.17,0.01,0.01,0.01,131,14,,
51429,-10,0.14,0.08,0.02,0.01,0.01,131,14,,
51430,-9.97,0.14,0.18,0.02,0.01,0.01,131,13,,
51431,-9.98,0.14,0.13,0.02,0.01,0.01,136,13,,
51432,-9.98,0.29,0.15,0.01,0.01,0.01,123,13,,
51433,-9.98,0.14,0.15,0.01,0.01,0.01,139,12,,
51434,-9.97,0.13,0.17,0.02,0.01,0.01,129,14,,
51435,-9.99,0.12,0.13,0.02,0,0.01,135,13,,
51436,-9.98,0.14,0.14,0.02,0.01,0.01,120,15,,
51437,-9.98,0.13,0.16,0.02,0.01,0.01,140,15,,
51438,-9.98,0.12,0.13,0.02,0.01,0.01,128,14,,
51439,-9.98,0.16,0.19,0.02,0.01,0.01,141,15,,
51440,-9.99,0.15,0.14,0.01,0.01,0.01,126,13,,
51441,-9.97,0.12,0.14,0.02,0.01,0.01,136,16,,
51442,-9.96,0.13,0.16,0.02,0.01,0.01,130,16,,
51443,-9.98,0.14,0.17,0.02,0.01,0.01,136,17,,
51444,-9.97,0.16,0.15,0.02,0.01,0.01,126,12,,
51445,-9.98,0.13,0.18,0.02,0.01,0.01,134,16,,
51446,-9.97,0.13,0.16,0.02,0.01,0.01,119,13,,
51447,-9.99,0.14,0.15,0.02,0,0.01,144,18,,
51448,-9.98,0.15,0.16,0.02,0.01,0.01,124,12,,
51449,-10,0.13,0.17,0.02,0.01,0.01,136,17,,
51450,-10,0.14,0.12,0.02,0.01,0.01,120,13,,
51451,-9.96,0.15,0.16,0.02,0.01,0.01,138,18,,
51452,-9.98,0.14,0.19,0.02,0,0.01,120,13,,
51453,-10.03,0.14,0.19,0.01,0.01,0.01,139,18,,
51454,-9.98,0.13,0.15,0.02,0.01,0.01,125,15,,
51455,-9.99,0.14,0.16,0.01,0,0.01,144,20,,
51456,-9.98,0.15,0.14,0.01,0.01,0.01,127,12,,
51457,-9.99,0.14,0.15,0.02,0.01,0.01,139,20,,
51458,-10,0.15,0.18,0.02,0,0.01,117,13,,
51459,-9.98,0.14,0.14,0.02,0,0.01,139,20,,
51460,-9.99,0.14,0.16,0.02,0.01,0.01,119,11,,
51461,-9.97,0.11,0.13,0.02,0.01,0.01,141,22,,
51462,-9.96,0.12,0.16,0.02,0.01,0.01,125,10,,
51463,-9.98,0.13,0.17,0.02,0,0.01,147,20,,
51464,-9.97,0.15,0.16,0.02,0.01,0.01,118,13,,
51465,-9.98,0.15,0.16,0.02,0.01,0.01,137,22,,
51466,-9.97,0.15,0.15,0.02,0.01,0.01,126,11,,
51467,-10,0.13,0.17,0.02,0.01,0.01,139,22,,
51468,-10,0.12,0.16,0.02,0.01,0.01,118,11,,
51469,-9.98,0.15,0.16,0.02,0.01,0.01,144,20,,
51470,-9.98,0.15,0.2,0.02,0.01,0.01,127,11,,
51471,-9.97,0.14,0.13,0.02,0.01,0.01,138,21,,
51472,-9.99,0.13,0.14,0.02,0.01,0.01,118,11,,
51473,-9.99,0.14,0.17,0.02,0.01,0.01,147,22,,
51474,-9.98,0.13,0.15,0.02,0.01,0.01,122,12,,
51475,-10.01,0.15,0.13,0.02,0.01,0.01,139,22,,
51476,-9.98,0.14,0.22,0.02,0.01,0.01,126,11,,
51477,-9.99,0.15,0.14,0.02,0.01,0.01,144,23,,
51478,-9.98,0.14,0.19,0.02,0.01,0.01,127,9,,
51479,-9.97,0.15,0.18,0.02,0.01,0.01,138,22,,
51480,-9.98,0.13,0.16,0.02,0.01,0.01,125,11,,
51481,-9.99,0.13,0.18,0.02,0,0.01,143,22,,
51482,-10,0.14,0.12,0.02,0.01,0.01,124,9,,
51483,-10,0.14,0.17,0.02,0.01,0.01,141,26,,
51484,-9.97,0.15,0.3,0.02,0.01,0.01,119,9,,
51485,-9.98,0.14,0.15,0.02,0.01,0.01,140,26,,
51486,-9.98,0.11,0.14,0.02,0.01,0.01,123,10,,
51487,-9.97,0.15,0.29,0.02,0.01,0.01,140,22,,
51488,-9.99,0.13,0.2,0.02,0.01,0.01,125,11,,
51489,-9.95,0.12,0.15,0.02,0.01,0.01,143,26,,
51490,-9.98,0.15,0.18,0.02,0.01,0.01,124,10,,
51491,-9.96,0.14,0.17,0.02,0.01,0.01,137,23,,
51492,-9.97,0.14,0.17,0.02,0.01,0.01,120,9,,
51493,-9.98,0.14,0.11,0.02,0.01,0.01,142,25,,
51494,-10,0.15,0.16,0.01,0.01,0.01,120,9,,
51495,-9.99,0.13,0.18,0.02,0.01,0.01,140,23,,
51496,-9.96,0.12,0.15,0.02,0,0.01,123,11,,
51497,-9.98,0.16,0.16,0.02,0.01,0.01,147,24,,
51498,-9.99,0.14,0.16,0.02,0.01,0.01,125,9,,
51499,-9.96,0.12,0.15,0.02,0,0.01,137,25,,
51500,-9.98,0.15,0.14,0.02,0.01,0.01,117,10,,
51501,-9.98,0.13,0.17,0.02,0.01,0.01,143,22,,
51502,-9.99,0.17,0.16,0.02,0.01,0.01,122,8,,
51503,-9.96,0.14,0.16,0.01,0.01,0.01,143,23,,
51504,-9.98,0.12,0.17,0.01,0,0.01,117,10,,
51505,-9.97,0.16,0.13,0.02,0.01,0.01,144,24,,
51506,-9.97,0.17,0.15,0.01,0.01,0.01,119,10,,
51507,-9.99,0.14,0.16,0.02,0.01,0.01,144,23,,
51508,-10,0.13,0.13,0.02,0.01,0.01,126,9,,
51509,-9.99,0.14,0.18,0.02,0.01,0.01,139,23,,
51510,-9.99,0.14,0.16,0.02,0,0.01,126,8,,
51511,-9.98,0.14,0.14,0.02,0.01,0.01,141,24,,
51512,-9.98,0.13,0.14,0.02,0.01,0.01,119,11,,
51513,-9.98,0.14,0.03,0.02,0.01,0.01,137,22,,
51514,-9.99,0.15,0.16,0.02,0.01,0.01,120,9,,
51515,-10,0.14,0.16,0.02,0,0.01,143,23,,
51516,-10,0.13,0.01,0.01,0.01,0,128,8,,
51517,-9.98,0.13,0.2,0.02,0.01,0.01,144,23,,
51518,-9.98,0.16,0.14,0.02,0.01,0.01,128,8,,
51519,-9.98,0.15,0.22,0.02,0,0.01,143,24,,
51520,-9.99,0.15,0.14,0.02,0.01,0.01,120,9,,
51521,-9.98,0.13,0.15,0.02,0.01,0.01,144,24,,
51522,-9.97,0.13,0.16,0.02,0.01,0.01,122,9,,
51523,-9.99,0.14,0.14,0.02,0.01,0.01,143,21,,
51524,-9.98,0.15,0.14,0.02,0.01,0.01,126,8,,
51525,-9.97,0.13,0.2,0.02,0.01,0,142,21,,
51526,-9.99,0.13,0.18,0.02,0.01,0.01,127,9,,
51527,-9.98,0.13,0.14,0.02,0,0.01,135,21,,
51528,-9.97,0.15,0.17,0.01,0,0.01,124,7,,
51529,-9.97,0.15,0.16,0.02,0.01,0.01,141,22,,
51530,-9.99,0.14,0.17,0.02,0.01,0.01,124,10,,
51531,-9.98,0.27,0.26,0.02,0.01,0.01,141,23,,
51532,-9.98,0.14,0.19,0.02,0.01,0.01,121,9,,
51533,-9.97,0.13,0.18,0.02,0.01,0.01,134,22,,
51534,-9.96,0.12,0.15,0.02,0.01,0.01,122,8,,
51535,-9.97,0.13,0.15,0.02,0.01,0.01,135,21,,
51536,-9.96,0.16,0.16,0.02,0.01,0.01,124,9,,
51537,-9.99,0.14,0.14,0.02,0.01,0.01,134,22,,
51538,-10,0.13,0.15,0.02,0.01,0.01,122,9,,
51539,-9.99,0.14,0.17,0.02,0.01,0.01,139,20,,
51540,-9.96,0.16,0.17,0.02,0.01,0.01,130,8,,
51541,-9.96,0.15,0.15,0.02,0.01,0.01,132,19,,
51542,-9.99,0.15,0.14,0.02,0.01,0.01,129,8,,
51543,-9.98,0.15,0.19,0.02,0.01,0.01,138,20,,
51544,-9.96,0.14,0.15,0.02,0,0.01,130,7,,
51545,-9.98,0.14,0.15,0.02,0.01,0.01,130,20,,
51546,-9.99,0.15,0.15,0.02,0.01,0,129,7,,
51547,-9.97,0.15,0.15,0.01,0.01,0.01,136,21,,
51548,-9.99,0.14,0.15,0.02,0.01,0.01,122,8,,
51549,-9.98,0.14,0.17,0.02,0.01,0.01,139,17,,
51550,-9.97,0.14,0.14,0.01,0.01,0.01,127,8,,
51551,-9.97,0.13,0.17,0.02,0,0.01,137,19,,
51552,-9.95,0.14,0.14,0.02,0.01,0.01,127,10,,
51553,-9.99,0.14,0.18,0.02,0.01,0.01,130,17,,
51554,-9.98,0.13,0.17,0.02,0.01,0.01,127,8,,
51555,-10,0.14,0.16,0.02,0.01,0.01,136,18,,
51556,-9.99,0.14,0.15,0.02,0.01,0.01,126,8,,
51557,-9.97,0.14,0.16,0.01,0.01,0.01,133,17,,
51558,-10.01,0.13,0.12,0.02,0.01,0.01,134,7,,
51559,-10,0.15,0.13,0.02,0.01,0.01,132,17,,
51560,-10,0.15,0.02,0.02,0.01,0.01,130,9,,
51561,-9.98,0.13,0.16,0.02,0,0.01,128,17,,
51562,-10,0.13,0.15,0.01,0,0.01,134,9,,
51563,-9.98,0.13,0.17,0.02,0.01,0.01,130,16,,
51564,-9.99,0.14,0.19,0.02,0.01,0.01,127,9,,
51565,-9.99,0.15,0.15,0.02,0.01,0.01,133,16,,
51566,-9.98,0.13,0.15,0.02,0.01,0.01,132,9,,
51567,-9.99,0.16,0.14,0.02,0.01,0.01,125,16,,
51568,-9.99,0.14,0.15,0.02,0.01,0.01,136,10,,
51569,-9.98,0.15,0.16,0.01,0.01,0.01,134,14,,
51570,-10,0.14,0.17,0.01,0.01,0.01,128,11,,
51571,-9.98,0.14,0.15,0.02,0.01,0.01,130,14,,
51572,-10,0.15,0.24,0.01,0,0.01,134,9,,
51573,-9.96,0.14,0.17,0.02,0.01,0.01,131,16,,
51574,-9.99,0.11,0.15,0.02,0.01,0.01,135,9,,
51575,-9.97,0.12,0.17,0.02,0.01,0.01,132,14,,
51576,-9.96,0.14,0.13,0.01,0.01,0,130,11,,
51577,-9.98,0.14,0.15,0.02,0.01,0.01,132,17,,
51578,-9.99,0,0.19,0.02,0.01,0.01,130,11,,
51579,-9.97,0.14,0.15,0.02,0,0.01,131,13,,
51580,-9.98,0.13,0.17,0.02,0.01,0.01,137,10,,
51581,-9.98,0.15,0.11,0.02,0.01,0.01,128,14,,
51582,-9.97,0.14,0.14,0.02,0.01,0.01,138,13,,
51583,-10,0.14,0.16,0.02,0,0.01,126,13,,
51584,-10,0.14,0.16,0.01,0.01,0.01,138,11,,
51585,-10,0.16,0.15,0.02,0.01,0.01,122,13,,
51586,-10.01,0.13,0.15,0.02,0.01,0.01,133,13,,
51587,-9.99,0.12,0.15,0.02,0,0.01,126,12,,
51588,-9.98,0.15,0.16,0.02,0.01,0.01,133,14,,
51589,-9.99,0.14,0.16,0.02,0,0.01,123,13,,
51590,-9.99,0.13,0.16,0.01,0.01,0.01,140,13,,
51591,-9.97,0.15,0.16,0.02,0,0.01,120,13,,
51592,-10,0.15,0.16,0.02,0,0.01,134,14,,
51593,-10,0.13,0.11,0.01,0.01,0.01,121,14,,
51594,-9.99,0.14,0.16,0.02,0.01,0.01,134,14,,
51595,-9.99,0.13,0.15,0.02,0,0.01,129,13,,
51596,-9.98,0.16,0.13,0.02,0.01,0.01,137,14,,
51597,-9.95,0.12,0.14,0.02,0.01,0.01,120,12,,
51598,-9.99,0.13,0,0.02,0.01,0.01,134,15,,
51599,-9.98,0.15,0.21,0.02,0.01,0.01,129,15,,
51600,-9.97,0.15,0.15,0.01,0,0.01,141,16,,
51601,-9.97,0.15,0.3,0.02,0.01,0.01,122,13,,
51602,-10.01,0.15,0.18,0.02,0.01,0.01,142,18,,
51603,-9.99,0.14,0.14,0.02,0,0.01,119,13,,
51604,-9.97,0.13,0.17,0.02,0.01,0.01,136,17,,
51605,-9.98,0.13,0.18,0.02,0.01,0.01,120,14,,
51606,-9.97,0.15,0.15,0.02,0.01,0.01,141,17,,
51607,-9.97,0.12,0.01,0.02,0.01,0.01,123,11,,
51608,-9.98,0.13,0.16,0.02,0.01,0.01,144,18,,
51609,-9.98,0.13,0.19,0.02,0.01,0.01,127,11,,
51610,-9.99,0.13,0.16,0.02,0,0.01,145,19,,
51611,-9.99,0.13,0.15,0.02,0.01,0.01,126,11,,
51612,-10,0.15,0.14,0.02,0.01,0.01,137,20,,
51613,-9.98,0.14,0.15,0.02,0.01,0.01,121,11,,
51614,-9.99,0.16,0.18,0.02,0.01,0.01,139,24,,
51615,-9.96,0.15,0.14,0.01,0.01,0.01,120,10,,
51616,-9.96,0.3,0.17,0.01,0,0.01,142,19,,
51617,-9.97,0.13,0.18,0.02,0.01,0.01,126,11,,
51618,-9.98,0.14,0.17,0.01,0.01,0.01,137,19,,
51619,-9.99,0.14,0.19,0.02,0.01,0.01,124,10,,
51620,-9.99,0.15,0.16,0.02,0.01,0.01,139,21,,
51621,-9.97,0.13,0.16,0.02,0,0.01,126,10,,
51622,-9.98,0.15,0.17,0.02,0.01,0.01,146,23,,
51623,-9.99,0.14,0.17,0.01,0.01,0.01,126,11,,
51624,-9.99,0.13,0.16,0.02,0.01,0.01,138,21,,
51625,-9.98,0.14,0.09,0.02,0.01,0.01,122,9,,
51626,-9.99,0.14,0.19,0.02,0.01,0.01,144,22,,
51627,-9.98,0.14,0.14,0.02,0.01,0.01,124,12,,
51628,-9.99,0.16,0.14,0.01,0.01,0.01,147,22,,
51629,-9.98,0.14,0.14,0.02,0.01,0.01,118,12,,
51630,-9.98,0.12,0.15,0.02,0.01,0.01,142,21,,
51631,-9.99,0.14,0.15,0.02,0.01,0.01,127,10,,
51632,-10,0.16,0.17,0.02,0.01,0.01,147,23,,
51633,-9.99,0.14,0.16,0.02,0.01,0.01,117,12,,
51634,-9.99,0.13,0.14,0.02,0.01,0.01,147,23,,
51635,-9.99,0.14,0.15,0.02,0,0.01,123,11,,
51636,-10,0.13,0.17,0.02,0,0.01,137,22,,
51637,-9.97,0.13,0.1,0.01,0.01,0.01,119,11,,
51638,-9.96,0.15,0.17,0.01,0.01,0.01,138,23,,
51639,-9.99,0.15,0.13,0.02,0.01,0.01,123,10,,
51640,-9.97,0.14,0.17,0.02,0.01,0.01,138,24,,
51641,-9.99,0.14,0.13,0.02,0.01,0.01,125,11,,
51642,-9.99,0.14,0.15,0.02,0.01,0.01,140,22,,
51643,-9.95,0.15,0.11,0.02,0.01,0.01,128,10,,
51644,-9.99,0.14,0.16,0.02,0.01,0.01,144,22,,
51645,-9.99,0.17,0.01,0.02,0.01,0.01,118,10,,
51646,-9.98,0.13,0.16,0.01,0.01,0.01,138,25,,
51647,-9.99,0.13,0.17,0.02,0.01,0.01,126,10,,
51648,-9.98,0.15,0.12,0.01,0.01,0.01,147,23,,
51649,-9.96,0.14,0.15,0.02,0.01,0.01,121,10,,
51650,-9.97,0.15,0.18,0.02,0.01,0.01,137,23,,
51651,-9.99,0.13,0.14,0.02,0.01,0.01,122,11,,
51652,-9.97,0.13,0.14,0.02,0.01,0.01,140,23,,
51653,-10,0.15,0.17,0.01,0.01,0.01,122,8,,
51654,-9.99,0.14,0.13,0.02,0.01,0.01,144,23,,
51655,-9.98,0.13,0.14,0.02,0.01,0.01,120,8,,
51656,-9.98,0.14,0.17,0.02,0.01,0.01,140,24,,
51657,-9.99,0.02,0.14,0.01,0.01,0.01,118,8,,
51658,-9.99,0.13,0.18,0.02,0.01,0.01,141,24,,
51659,-9.99,0.15,0.16,0.02,0.01,0.01,121,8,,
51660,-9.97,0.13,0.17,0.02,0.01,0.01,143,22,,
51661,-9.98,0.13,0.17,0.02,0.01,0.01,121,9,,
51662,-9.97,0.14,0.17,0.02,0.01,0.01,141,22,,
51663,-10,0.13,0.13,0.02,0.01,0.01,120,10,,
51664,-9.98,0.14,0.16,0.02,0.01,0.01,139,24,,
51665,-9.98,0.16,0.15,0.01,0.01,0.01,119,10,,
51666,-9.98,0.16,0.19,0.02,0.01,0.01,144,24,,
51667,-9.96,0.12,0.17,0.02,0.01,0.01,121,8,,
51668,-9.98,0.16,0.13,0.02,0.01,0.01,143,24,,
51669,-9.96,0.15,0.21,0.01,0,0.01,125,9,,
51670,-9.98,0.15,0.17,0.02,0,0.01,141,23,,
51671,-9.95,0.15,0.17,0.02,0.01,0.01,121,10,,
51672,-9.97,0.14,0.16,0.02,0,0.01,137,22,,
51673,-9.95,0.12,0.14,0.02,0.01,0.01,123,10,,
51674,-9.99,0.14,0,0.01,0.01,0.01,136,23,,
51675,-9.99,0.15,0.13,0.01,0.01,0,121,9,,
51676,-9.99,0.14,0.16,0.02,0.01,0.01,136,22,,
51677,-9.99,0.14,0.16,0.01,0.01,0.01,127,8,,
51678,-9.97,0.15,0.15,0.02,0.01,0.01,140,24,,
51679,-9.96,0.15,0.17,0.02,0.01,0.01,127,8,,
51680,-9.98,0.14,0.02,0.02,0.01,0.01,143,21,,
51681,-9.96,0.14,0.12,0.02,0.01,0.01,122,8,,
51682,-9.97,0.15,0.17,0.02,0,0,137,21,,
51683,-9.99,0.1,0.1,0.02,0.01,0.01,129,9,,
51684,-10,0.13,0.16,0.01,0.01,0.01,133,22,,
51685,-9.99,0.15,0.13,0.02,0.01,0.01,125,8,,
51686,-9.97,0.14,0.2,0.02,0.01,0.01,139,21,,
51687,-9.99,0.14,0.18,0.02,0.01,0.01,127,8,,
51688,-9.99,0.11,0.14,0.02,0.01,0.01,142,20,,
51689,-9.97,0.15,0.14,0.01,0.01,0.01,126,9,,
51690,-9.99,0.13,0.15,0.02,0,0.01,136,20,,
51691,-9.98,0.15,0.14,0.01,0.01,0.01,122,6,,
51692,-9.99,0.13,0.18,0.02,0.01,0.01,140,21,,
51693,-9.99,0.16,0.14,0.02,0,0.01,129,8,,
51694,-9.99,0.13,0.18,0.01,0.01,0.01,138,20,,
51695,-9.99,0.15,0.14,0.02,0.01,0.01,126,7,,
51696,-9.97,0.16,0.17,0.01,0.01,0.01,135,21,,
51697,-9.98,0.16,0.18,0.02,0.01,0.01,126,9,,
51698,-9.97,0.15,0.13,0.02,0.01,0.01,133,19,,
51699,-9.99,0.14,0.17,0.02,0.01,0.01,131,7,,
51700,-9.97,0.14,0.17,0.02,0.01,0.01,136,17,,
51701,-9.96,0.16,0.15,0.02,0.01,0.01,124,6,,
51702,-9.98,0.15,0.15,0.02,0.01,0.01,138,19,,
51703,-9.99,0.14,0.17,0.02,0,0.01,131,9,,
51704,-9.99,0.13,0.21,0.02,0.01,0.01,136,18,,
51705,-9.98,0.16,0.14,0.02,0.01,0.01,125,9,,
51706,-9.98,0.15,0.17,0.02,0.01,0.01,129,18,,
51707,-9.98,0.11,0.11,0.02,0.01,0,133,8,,
51708,-9.97,0.13,0.16,0.02,0,0.01,133,17,,
51709,-10,0.16,0.14,0.02,0.01,0.01,133,7,,
51710,-9.99,0.15,0.13,0.02,0.01,0.01,132,17,,
51711,-9.97,0.14,0.15,0.02,0,0.01,128,8,,
51712,-9.99,0.15,0.01,0.02,0.01,0.01,132,17,,
51713,-10,0.12,0.16,0.01,0.01,0.01,131,10,,
51714,-9.99,0.14,0.15,0.01,0.01,0.01,128,16,,
51715,-10,0.13,0.14,0.01,0.01,0.01,127,8,,
51716,-9.96,0.15,0.17,0.02,0,0.01,136,19,,
51717,-9.99,0.12,0.12,0.02,0.01,0.01,128,9,,
51718,-9.98,0.15,0.03,0.01,0.01,0.01,130,16,,
51719,-9.98,0.12,0.13,0.02,0.01,0.01,127,7,,
51720,-10,0.13,0.15,0.02,0.01,0.01,132,17,,
51721,-9.99,0.15,0.23,0.02,0.01,0.01,134,12,,
51722,-9.98,0.14,0.17,0.02,0.01,0.01,134,15,,
51723,-10,0.14,0.16,0.02,0.01,0.01,128,10,,
51724,-9.98,0.14,0.1,0.02,0,0,134,16,,
51725,-9.98,0.15,0.14,0.02,0.01,0.01,128,8,,
51726,-9.99,0.11,0.15,0.02,0.01,0.01,127,16,,
51727,-9.99,0.13,0.17,0.02,0.01,0.01,130,10,,
51728,-9.98,0.14,0.16,0.01,0.01,0.01,133,14,,
51729,-9.99,0.14,0.15,0.02,0.01,0.01,131,9,,
51730,-9.97,0.15,0.11,0.01,0,0.01,126,14,,
51731,-9.97,0.14,0.17,0.01,0.01,0.01,130,11,,
51732,-9.99,0.14,0.17,0.02,0.01,0.01,132,15,,
51733,-9.98,0.15,0.15,0.02,0.01,0.01,138,12,,
51734,-9.97,0.13,0.17,0.02,0.01,0.01,129,14,,
51735,-9.97,0.14,0.15,0.02,0.01,0.01,135,11,,
51736,-9.97,0.12,0.17,0.02,0.01,0.01,127,17,,
51737,-9.99,0.14,0.16,0.02,0.01,0.01,139,11,,
51738,-9.99,0.13,0.16,0.02,0.01,0.01,129,13,,
51739,-9.99,0.14,0.13,0.02,0,0.01,136,13,,
51740,-9.98,0.13,0.15,0.02,0,0.01,131,14,,
51741,-9.97,0.13,0.18,0.02,0.01,0.01,132,14,,
51742,-9.96,0.13,0.21,0.01,0.01,0.01,125,13,,
51743,-9.97,0.15,0.17,0.02,0.01,0.01,141,13,,
51744,-9.99,0.12,0.16,0.02,0.01,0.01,129,16,,
51745,-9.95,0.16,0.17,0.02,0.01,0.01,133,12,,
51746,-9.96,0.14,0.14,0.02,0.01,0.01,122,12,,
51747,-10,0.15,0,0.02,0.01,0.01,140,16,,
51748,-9.96,0.14,0.16,0.01,0.01,0.01,122,12,,
51749,-9.97,0.14,0.14,0.01,0.01,0.01,139,17,,
51750,-10,0.14,0.15,0.01,0.01,0.01,125,12,,
51751,-9.97,0.15,0.14,0.02,0.01,0.01,133,15,,
51752,-9.99,0.15,0.2,0.02,0.01,0.01,121,12,,
51753,-9.98,0.14,0.17,0.02,0.01,0.01,136,16,,
51754,-10.01,0.14,0.15,0.02,0.01,0.01,120,15,,
51755,-9.98,0.14,0.16,0.02,0.01,0.01,142,18,,
51756,-9.99,0.3,0.18,0.02,0.01,0.01,123,14,,
51757,-9.99,0.13,0.18,0.02,0.01,0.01,144,18,,
51758,-10,0.14,0.15,0.02,0.01,0.01,128,12,,
51759,-9.98,0.13,0.12,0.02,0.01,0.01,143,20,,
51760,-9.97,0.13,0.15,0.02,0.01,0.01,118,11,,
51761,-9.99,0.12,0.13,0.01,0.01,0.01,141,17,,
51762,-9.98,0.13,0.18,0.02,0.01,0.01,125,12,,
51763,-9.98,0.14,0.15,0.02,0.01,0.01,139,18,,
51764,-9.98,0.15,0.15,0.02,0.01,0.01,125,13,,
51765,-9.98,0.15,0.19,0.02,0.01,0.01,143,21,,
51766,-9.99,0.15,0.16,0.02,0.01,0.01,127,12,,
51767,-9.97,0.14,0.17,0.02,0.01,0.01,136,19,,
51768,-9.98,0.14,0.11,0.02,0.01,0.01,120,11,,
51769,-9.98,0.14,0.14,0.02,0.01,0.01,136,21,,
51770,-9.98,0.12,0.16,0.02,0.01,0.01,127,12,,
51771,-9.98,0.14,0.2,0.01,0,0.01,146,21,,
51772,-10,0.14,0.14,0.02,0.01,0.01,126,11,,
51773,-9.98,0.16,0.01,0.01,0.01,0.01,141,21,,
51774,-9.98,0.14,0.16,0.02,0.01,0.01,118,12,,
51775,-9.98,0.15,0.14,0.02,0.01,0.01,137,20,,
51776,-9.97,0.15,0.18,0.02,0.01,0,119,12,,
51777,-9.97,0.12,0.17,0.02,0.01,0.01,142,21,,
51778,-9.96,0.15,0.16,0.02,0.01,0.01,118,11,,
51779,-9.98,0.15,0.18,0.02,0.01,0.01,147,21,,
51780,-10,0.15,0.16,0.02,0.01,0.01,118,13,,
51781,-9.98,0.15,0.14,0.02,0.01,0.01,142,23,,
51782,-10,0.13,0.14,0.02,0.01,0.01,118,11,,
51783,-9.95,0.13,0.18,0.02,0.01,0.01,139,21,,
51784,-9.97,0.12,0.14,0.02,0.01,0.01,125,12,,
51785,-9.99,0.12,0.13,0.02,0.01,0.01,140,22,,
51786,-9.99,0.14,0.17,0.02,0.01,0.01,118,10,,
51787,-9.99,0.15,0.15,0.02,0,0.01,142,22,,
51788,-9.98,0.15,0.23,0.02,0.01,0.01,121,12,,
51789,-9.98,0.14,0.18,0.02,0.01,0.01,141,21,,
51790,-9.98,0.14,0.14,0.02,0.01,0.01,126,11,,
51791,-9.98,0.15,0.09,0.02,0.01,0.01,145,22,,
51792,-9.96,0.14,0.15,0.02,0.01,0.01,126,10,,
51793,-9.97,0.13,0.15,0.02,0.01,0.01,142,24,,
51794,-9.96,0.14,0.18,0.01,0.01,0.01,120,13,,
51795,-9.97,0.13,0.18,0.02,0.01,0.01,139,22,,
51796,-10,0.15,0.16,0.02,0.01,0.01,124,9,,
51797,-9.99,0.13,0.14,0.01,0.01,0.01,140,24,,
51798,-9.99,0.14,0.15,0.02,0.01,0.01,126,10,,
51799,-9.98,0.14,0.15,0.02,0.01,0.01,145,25,,
51800,-10,0.13,0.19,0.02,0.01,0.01,127,12,,
51801,-9.98,0.14,0.15,0.02,0.01,0.01,143,21,,
51802,-9.96,0.14,0.13,0.02,0.01,0.01,120,10,,
51803,-9.96,0.13,0.16,0.02,0.01,0.01,146,24,,
51804,-9.99,0.14,0.16,0.02,0.01,0.01,118,10,,
51805,-9.99,0.3,0.15,0.02,0.01,0.01,146,23,,
51806,-9.98,0.13,0.17,0.02,0.01,0.01,126,12,,
51807,-9.96,0.14,0.16,0.02,0.01,0.01,140,24,,
51808,-9.96,0,0.12,0.02,0.01,0.01,120,11,,
51809,-10,0.13,0.15,0.01,0.01,0.01,138,25,,
51810,-9.97,0.13,0.14,0.01,0.01,0.01,124,10,,
51811,-9.99,0.14,0.19,0.02,0.01,0.01,140,24,,
51812,-9.96,0.15,0.19,0.01,0.01,0.01,121,10,,
51813,-9.99,0.12,0.17,0.02,0.01,0.01,139,22,,
51814,-9.97,0.14,0.13,0.01,0.01,0.01,119,8,,
51815,-9.99,0.13,0.14,0.01,0.01,0.01,138,25,,
51816,-9.98,0.15,0.15,0.02,0.01,0.01,123,10,,
51817,-9.98,0.12,0.19,0.01,0.01,0.01,143,24,,
51818,-10,0.16,0.16,0.02,0.01,0.01,120,10,,
51819,-10,0.14,0.3,0.02,0.01,0.01,137,25,,
51820,-9.99,0.16,0.19,0.02,0,0.01,127,9,,
51821,-9.97,0.14,0.16,0.02,0.01,0.01,137,25,,
51822,-9.98,0.13,0.02,0.01,0.01,0.01,125,8,,
51823,-9.96,0.17,0.16,0.02,0.01,0.01,138,24,,
51824,-9.99,0.14,0.15,0.02,0.01,0.01,120,9,,
51825,-9.99,0.12,0.15,0.02,0,0.01,145,23,,
51826,-9.98,0.14,0.11,0.01,0.01,0.01,121,8,,
51827,-9.99,0.12,0.17,0.02,0.01,0.01,139,25,,
51828,-9.99,0.15,0.15,0.02,0.01,0.01,122,11,,
51829,-9.98,0.14,0.13,0.02,0.01,0.01,138,21,,
51830,-10,0.14,0.13,0.02,0.01,0.01,121,8,,
51831,-9.98,0.15,0.1,0.01,0.01,0.01,139,21,,
51832,-9.98,0.13,0.16,0.02,0.01,0.01,121,7,,
